title,company,salary,category,publicated,description
Application Engineer,UnameIT,,"Категорія: Python,Англійська: Pre-Intermediate,1 рік досвіду","Вакансія опублікована                10 квітня 2023,325 переглядів,18 відгуків","As an Application Engineer, your work will be very important to the programmable business success.,- Working with cross-functional teams including design, product development, characterization, test, hardware, and sales,- Design Analog, Digital, Mixed-signal circuits.,- Coordinate with customers and FAEs to design and deliver solutions to the customers,- Perform IC verification, create automated test infrastructure.,- Brainstorm for new product ideas to improve IC functionality and meet customers’ needs.,- Knowledge of Analog and Digital electronics engineering fundamentals,- Experience in working with electronic measurement equipment (oscilloscopes, multimeters, signal generator, power supplies, etc.).,- Analytical and problem-solving skills.,- Ability to work in a team.,- Able to manage time efficiently and complete tasks on schedule,- Positive attitude and willingness to adapt and learn,- Pre-Intermediate English level or higher,- Experience with silicon IP or chip-level definition,- Experience in PCB layout and fabrication,- Programming skills in Python"
Back-end Developer Python,SD Solutions,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована                10 квітня 2023,79 переглядів,5 відгуків","Hello, all!,For our key client,, SD Solutions is looking for,who wants to join its technical department.,What will you do with us?,Python,What stack is for this position?,What hard skills do we need?,4 years of experience,Python,React,What soft skills do we need?**,- Excellent English communication and teamwork skills,- Strong problem-solving and analytical skills,- Independent thinking,- Ability to learn and work in a fast-paced environment,- Multi-tasking, self-learning, highly motivated, and a team player!"
Senior Python + Scala Developer,DataArt,,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована                10 квітня 2023,11 переглядів,2 відгуки","Our client is a division of the global business and financial news and information company, It's a leading market index provider and is the owner and distributor of multiple financial services, a dynamic information network with data, news and analytics including cash, derivatives markets, money markets, government and municipal bonds, currencies, commodities, mortgages, indices, insurance and legal information.,We are seeking an experienced and highly skilled Python Developer with proven knowledge in Scala. You will be working in a team of highly skilled engineers and hands-on architects. All team members, including project managers, are hands-on, with a technical background.,Python, Scala.,- 4+ years of back-end experience with Python,- Experience with Scala,- Experience with PostgreSQL,- Experience working with Restful API development,- Experience in developing cloud applications,- Experience in building architecture for an application,- Experience with microservices architecture,- Understanding SDLC development methodologies,- Knowledge of code testing methods (including BDD, and TDD),- Experience with integration with third-party systems and services,- Skills of working with version control systems,- Skills of working with CI systems,- Experience in collecting and documenting technical requirements, creating products based on these requirements,- Strong team player in a flat-structured, highly collaborative, Agile environment,- Algorithm tasks solving experience,- Working proficiency and communication skills in verbal and written English,- Experience using modern technologies for building and testing pipelines,- Knowledge of testing tools and frameworks"
Python Developer for Odoo project,NarsCars,,"Категорія: Python,1 рік досвіду","Вакансія опублікована                10 квітня 2023,320 переглядів,33 відгуки","We are looking for a confident Python Developer in the field of developing systems on Odoo to develop new modules and refine existing ones in our own product. We consider any form of employment on the project, but not less than 20 hours a week.,Requirements:,- At least 1 year experience in module development in Odoo.,- Working with Odoo version 15.0.,- Experience with databases.,- A good plus would be the knowledge of JS in Odoo.,What is needed:,- Develop new modules according to the requirements of the company.,- Refine the basic modules of the Community version of Odoo.,- Collect reports and statistics from existing data.,- Make edits to ready-made modules made by another developer.,---,Шукаємо впевненого Python Developer у сфері розробки систем на Odoo для розробки нових модулів та доопрацювання існуючих у власному продукті. Розглядаємо будь-яку форму зайнятості над проектом, але не менше ніж 20 годин на тиждень.,Вимоги:,- Досвід роботи з розробки модулів в Odoo від 1 року.,– Робота з версією Odoo 15.0.,- Досвід роботи з БД.,– Хорошим плюсом буде знання JS в Odoo.,Що потрібно:,- Розробляти нові модулі на вимоги компанії.,- Доопрацьовувати базові модулі Community версії Odoo.,- Збирати звіти та статистики з існуючих даних.,- Вносити правки до готових модулів, зроблених іншим розробником."
"Python dev. Web, API, автоматизации",Lumix Studio,$500-1500,"Категорія: Python,Без досвіду","Вакансія опублікована                10 квітня 2023,754 перегляди,82 відгуки","Ищу Python (NodeJS / PHP) разработчика,Знание JS будет идеальным стеком.,Уровень — Junior+,Можно без опыта работы в компаниях.,Направления:,Основное → Micro SaaS, No Code связки.,Так же → API интеграции, No Code связки, разработка автоматизированных  (самонаполняемых) контентных проектов.,На данный момент ищу человека под несколько задач.,С Июня — фултайм,Только с Одессы или с возможностью переезда."
Senior Python Developer,Numerical Technologies,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                11 квітня 2023,47 переглядів,14 відгуків","Numerical Technologies is a leading provider of custom software solutions and services specializing in risk, limits, and regulatory capital. Right now, we are looking for a Python Developer to join our team.,You will be joining an international team of experienced developers dedicated to providing best-in-class development and cloud management services to our clients, stakeholders, and partners.,You will help us develop new software features, support and maintain the existing ones. You will be writing scalable and fault-tolerant code, debugging programs, and integrating applications with third-party web services. You will provide hands-on expertise to increase the availability, reliability, and efficiency of our products. You will work closely with the client and product manager to understand the system’s functional and non-functional requirements, and contribute to code quality through unit testing, integration testing, code review, and system design using Python to build robust software that aligns with the client’s business needs.,◼️ A strong programming background with Python and OO programming skills,◼️ Hands-on experience in developing UI components using FastAPI,◼️ Experience of the Agile project management methodology,◼️ Good knowledge of Git, Jira, and Confluence,◼️ Demonstrated problem solving skills to provide production support of software,◼️ Strong communication skills (in English) and experience in dealing with both technical and non-technical stakeholders,◼️ Hands-on experience in developing backend, microservices, RESTful api using Python,◼️ Experience working at a financial institution,◼️ Experience working with cloud platforms (AWS, Azure),◼️ Competitive compensation depending on experience and skills,◼️ Regular assessments and salary reviews,◼️ Compensation for sick lists and regular vacations,◼️ Health insurance,◼️ Gym compensation,◼️ English/Portuguese/Polish/Spanish classes,◼️ Flexible working schedule,◼️ Friendly team and enjoyable working environment"
Back-end Developer (Python/.Net + React) for JobTestPrep,SD Solutions,$4000-5500,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована                11 квітня 2023,19 переглядів,2 відгуки","JobTestPrep is an online platform that provides preparation materials and resources for job seekers who are preparing for pre-employment tests and assessments.,The platform offers a wide range of practice materials and personalized study plans that are tailored to meet the specific needs of each individual job seeker.,Design, develop, and maintain backend systems using,Develop ATS\HRES solutions from scratch,Collaborate with cross-functional teams to gather requirements, design, and develop features,Write clean, maintainable, and well-documented code,Ensure scalability, reliability, and performance of backend systems,Troubleshoot and debug issues and provide timely resolutions,Participate in project planning and estimation,Continuously learn and improve your skills and knowledge,Stay up-to-date with the latest trends and best practices in backend development,Contribute to the improvement of our development processes and methodologies,Bachelor's degree in Computer Science, Software Engineering or related field,Strong understanding of software development principles and best practices,Experience with databases, such as SQL and NoSQL,Experience with RESTful APIs, JSON, and web services integration,Familiarity with containerization technologies such as Docker and Kubernetes,Experience with AWS cloud platforms,Experience with Git or other version control system,Knowledge of UI/UX design principles,Experience with test-driven development (TDD/BDD) and continuous integration/continuous delivery (CI/CD),Proven production experience to implement Microservices Architecture and patterns.,Familiarity with agile development methodologies,Good knowledge in Event Driven Design and Domain Driven Design,Experience in .NET technologies/ C# - is a big advantage,Excellent communication and teamwork skills,Strong problem-solving and analytical skills,Independent thinking,Ability to learn and work in a fast-paced environment,Multi-tasking, self-learning, highly motivated, and a team player!"
Midlle Python Developer,UnderDefense,,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована                11 квітня 2023,79 переглядів,23 відгуки","UnderDefense is looking for a talented Python Developer to join a fast-growing team focused on developing a new product in the cybersecurity domain. Its main purpose is Automation of Security Incident Response.,Taking part in creating a new product from zero to hero and becoming a part of its success story may be an exciting opportunity for our candidates.,About the project:,We build easy-to-use all-in-one Cloud-based solutions that remove complexity from cybersecurity and automate Threats Detection & Response to stop ransomware & reduce data breach risk for companies of any size. The product is based on easy deployment through SaaS infrastructure with all the needed tools and answers in one place. It`s a simple and streamlined approach to augmenting SaaS with hardware/virtual cloud sensors to expand data collection in minutes. To analyze data, we combine external data feeds, predictive analytics, ML, and anonymized customer data in our shared analytics environment. Customers get enterprise-grade capability without lifting a finger for their mid-size enterprises. Using Automation and Integration, UnderDefense provides seamless protection for our customers without requiring large security teams or expensive service contracts.,Requirements:,- 3+ years of software development experience with Python,- Experience with Microservice Architecture,- Experience with Pytest/Unittest/Moto and other software testing methodologies,- Hands-on experience with FastAPI, Pydantic, Boto3,Intermediate level of English and good communication skills,Would be a big plus:,- Experience of working with Elasticsearch (OpenSearch) + DynamoDB + S3 + Cognito,- Expertise with the following: backend APIs (JiraAPI), databases, services integration, cybersecurity, core infrastructure, and tooling,- Automation testing experience for Python+AWS apps,Our Tech Stack:,- Frontend: Node.js, Ant.js, React,- Backend: Python, Fastapi, AWS SDK,- Integration and Delivery: Docker, Gitlab, AWS, ECS, Fargate, S3, ESS, DynamoDB, Cognito,Responsibilities:,- Write and refactor production quality code,- Fully embrace test-driven development,- Participate in daily code reviews,- Maintain code quality through the automation testing,- Participate in product requirements and design reviews,- Convert business requirements into technical specifications, architectural designs, and ultimately into a code,- Write and maintain documentation,- Taking features from ideas to production - understanding software and cloud architecture, and choosing the right tools for the task,What we offer:,- Outstanding WarRoom team; work in a global IT/Cybersecurity company, a pure Ukrainian Startup success story,- Direct impact on product evolution,- Decent base Compensation fixed in USD,- Funny celebrations, team outings, and unforgettable corporate events,- Compensation for sick leaves and regular vacations,- Comfortable office or possibility to work remotely,- Flexible working schedule,- Free English classes,- Internal Medical coverage,- The ability to attend conferences, webinars, and other events that will enhance your professional skills;,- Regular education and self-development on internal courses and seminars, office library, direct access to decision-makers"
Python Backend Engineer,MetaProject,,"Категорія: Python,Англійська: Intermediate,2 роки досвіду","Вакансія опублікована                11 квітня 2023,89 переглядів,16 відгуків","Ми шукаємо ініціативного та впевненого,в офіс в Одесі.,У MetaProject ти зможеш працювати над справді цікавими та крутими проектами.,• Python 3 (2+ роки),• Досвід роботи з Django/DRF та FastAPI,• Вміння писати SQL запити,• Досвід роботи з Postgresql,• Розуміння та досвід роботи з Rest API,• Git,Буде плюсом:,• Docker, Docker-compose,• Вміння писати unit-тести,• Досвід роботи з кешуванням (Redis, memcached),• Досвід роботи з Celery,• Перегляд заробітної плати кожні півроку,• Система бонусів,• Хороший, дружній колектив,• Офіційне працевлаштування, відпустка 20 днів на рік, оплачувана лікарняна,• Гнучкий графік роботи та можливість взяти віддалені дні,• Стандартний набір нового комфортного офісу: фрукти, печиво, кавова машина, PlayStation та інші смаколики,•  Корпоративи та зустрічі"
Middle Python Engineer,UnderDefense,,"Категорія: Python,Англійська: Upper-Intermediate,Без досвіду","Вакансія опублікована                11 квітня 2023,260 переглядів,31 відгук","You are:,- 3+ years of enterprise software development experience,- Upper-Intermediate and a higher level of English,- Hands-on experience with Python,- Practical experience using Docker and/or Kubernetes,- Expertise with the following: backend APIs, databases, services integration, cybersecurity, core infrastructure, and tooling,- In-depth understanding of GIT,- Write clean and well-crafted code,- Solid understanding of development lifecycle (design, test, implement, document) and release management using modern collaboration tools,- Able to learn quickly to understand different business domains,BS in computer science or a related field,What will make you stand out:,- Experience with cloud computing platforms like AWS, GCP, or Azure,Adept of testing, following of TDD/BDD is your advantage,- Willingness to learn new domains and technologies,- Team leadership skills and experience,You want to work with:,- Such technologies as Python, REST APIs, web development, GIT, Kubernetes, Docker, Conda, Postgres (or comparable databases),Data science, ML, and AI domains,- Product for the enterprise-level users,- Estimation and scope breakdown,- Requirements elicitation and releases planning,- Direct communication with the client"
Senior Full Stack Developer (first employee),Art2Hire,$5000-6500,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                11 квітня 2023,100 переглядів,15 відгуків","Pre-seed Startup!,,Tech: Node.JS, Frontend, Go or Python or ROR, + infrastructure/devops tools,Do you want implement your ideas and see the result immediately? Want to write code from scratch and to get opportunity become a tech lead? This is an opportunity to challenge yourself, work with different tasks, be one of the first employees of a fast-growing and promising startup, owned by a serial entrepreneur.,It`s a Fintech startup with strategic investors and clients, operating in stealth mode and on a mission to re-invent embedded payment solutions. They enable banks to offer consumer financial products to their consumers at the point of sale.,Now we are looking for an experienced and highly motivated Senior Full-Stack Developer to join the team with the potential to become a tech lead. You will join the development team in this role to build and maintain the backend and front end.,-Develop our application platform using the latest technologies.,-Collaborate with the product team to understand the product requirements and translate them into technical solutions,-Design and implement the software architecture and ensure its scalability and performance,-Implement security protocols and encryption methodologies to protect the product and its users.,-Ensure the quality of the code by implementing testing, code reviews, and continuous integration,-Participate in code reviews and contribute to the development of the software architecture,-Work closely with bank systems and e-commerce solutions.,-Communicate with stakeholders, including the management team, to keep them updated on the progress of the project,-Set the project direction and ensure it is delivered on time to the highest quality standards,-Strong experience with JavaScript and Node.js,-Experience with web frameworks like Express.js or Nest.js, Nestify.js, or Fastify.js,-Experience in JavaScript and Typescript,,-Knowledge of front-end JavaScript frameworks like React or Angular,-Knowledge of Go or/and Python or/and RoR,-Experience with NoSQL databases like MongoDB, PostgreSQL, or MySQL.,-Experience with cloud infrastructure like AWS, GCP, or Azure,-Strong understanding of software development best practices, such as version control, testing, and continuous integration,-Experience with security protocols and encryption methodologies,-Familiarity with e-commerce platforms like Shopify, WooCommerce, or Magento,-Familiarity with banking APIs or Fintech experience,-Excellent problem-solving and analytical skills,-Strong verbal and written communication skills,-A degree in Computer Science, Computer Engineering, or a related field is preferred,-Strong experience in Agile methodologies,-English - Upper Intermediate+."
Quantitative Developer,Atto Trading,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                11 квітня 2023,26 переглядів,1 відгук","About Us,Atto Trading is a multi-manager trading firm. We operate a portfolio of latency-sensitive strategies in cash equities,and futures leveraging our proprietary trading platform. We do not provide third parties-access to our trading infrastructure.,With offices in New York & Kyiv, Atto has attracted a top-tier team of quant traders, portfolio managers, developers, and,operational staff. After more than 12 years, we’re well established, still breaking our performance records, have become more,experienced and we still haven't lost our startup spirit.,For Atto, trading is a team sport. We know that it takes teamwork and relentless effort to beat the market year after,year. We are successful because our exceptionally talented people work closely as a team to create flexible, tailored solutions to,meet our trading needs.,The unique feature of the Company,We process huge data sets and adhere to rigid requirements for the equipment.,We use advanced technologies and the latest developments of leading companies in the field of server solutions, and,specialized technologies from the largest manufacturers of network equipment and storage devices.,Our infrastructure is in the data centers of the largest exchanges of algorithmic trading in the USA (NASDAQ, NYSE,,ARCA, BATS, EDGE, CME, CFE).,We interact with the largest financial providers to obtain analytical data in real-time.,What we do,We trade stocks, options, and futures on American exchanges such as NASDAQ, NYSE, ARCA, BATS, EDGE, CME, CFE,etc.,Advantages of our Company,● а company that continually invests in updating the technology stack,● creative approach in choosing the hardware and software for the work you do,● а great team with a passion for continuous learning and improvement,● no external clients, we are the only users of the products we create,● opportunity to have an impact on the company's bottom line by holding a significant position in the company,What the role is all about,● work in close cooperation with quants to produce profitable strategies,● design and develop tools that allow quants to easily iterate between trading ideas,Position highlights,● opportunity to have an impact on all company's projects;,● direct communication with stakeholders (both business and technical side);,● gain a deep understanding of the inner workings of various markets.,What your main responsibilities will be,● design and develop and support high-performance order management modules that allow quants to monetize trading,ideas.,● create optimal systems of calculating statistical models such as (moving average, interpolation methods, regression,models etc.) for bot analytical purposes and in real-time during strategy workings.,● loading and maintaining statistical data into the platform.,● assist quants in the design and development of strategy-specific data structures to efficiently calculate strategy alpha.,● redesign and development of Trading simulator to closely emulate the behavior of markets.,o order execution logic to simulate varying market conditions (load, activity, delays, etc),o logic handling special cases (open/close),o handling of exchange-specific order types.,o filtering and estimating results of production trading.,o emulation of the market impact of Simulated trading.,● assist Quants with writing python analytical tools to efficiently evaluate new alphas.,● writing unit and integration tests for existing and new functionality.,● write clear documentation and user guides.,● close communication with other colleagues and stakeholders.,Expected results,● gin in-depth knowledge of current analytics and development stack,● improve stability and performance,● improved accuracy and feature set of trading simulator,● clear Documentation,The right candidate:,● 5+ years of professional work experience as a Quantitative Developer,tech skills,● strong programming experience in C++, Python in a low latency environment,● 3 +years of relevant experience in a Linux environment required,● experience with OOP, Git,● strong experience with Data structures, algorithms,● relevant experience in high-performance computing,about you,● masters’ degree in engineering,● strong analytical, problem-solving, and abstraction skills,● you are a quick learner and are able to apply new skills effectively,● you have exceptional attention to detail and a willingness to go deep into issues,● you have a passion for trading,● open to modern technologies,● experience with a market environment: data, order entry in any asset class,● willingness to work within a collaborative, team-drive environment,Will be a plus:,● experience in creating data visualization tools,● experience with Machine Learning,Benefits,● an opportunity to learn and gain a unique experience,● an excellent place for career advancement,● competitive compensation and discretionary bonus (focused on business results),● interesting and complex tasks,● corporate training,● paid vacation and sick leave,● flexible work schedule (40-hour workweek),● remote work"
Senior FullStack (Python+React) Developer,DataArt,,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована                10 квітня 2023,5 переглядів,1 відгук","Our client is a division of the global business and financial news and information company, It's a leading market index provider and is the owner and distributor of multiple financial services, a dynamic information network with data, news and analytics including cash, derivatives markets, money markets, government and municipal bonds, currencies, commodities, mortgages, indices, insurance and legal information.,We are seeking an experienced and highly skilled FullStack (Python+React) Developer. You will be working in a team of highly skilled engineers and hands-on architects. All team members, including project managers, are hands-on, with a technical background.,Python, JavaScript, React, PostgreSQL.,- 4+ years of full-stack experience,- 4+ years of back-end experience with Python,- 4+ years of experience with JavaScript (React),- Experience with PostgreSQL,- Experience working with Restful API development,- Experience in developing cloud applications,- Experience in building architecture for an application,- Experience with microservices architecture,- Basic understanding of UX/UI,- Basic understanding of developing single-page applications,- Knowledge of related technologies: HTML5, CSS,- Understanding SDLC development methodologies,- Knowledge of code testing methods (including BDD, and TDD),- Experience with integration with third-party systems and services,- Skills of working with version control systems,- Skills of working with CI systems,- Experience in collecting and documenting technical requirements, creating products based on these requirements,- Strong team player in a flat-structured, highly collaborative, Agile environment,- Algorithm tasks solving experience,- Working proficiency and communication skills in verbal and written English,- Experience using modern technologies for building and testing pipelines,- Knowledge of testing tools and frameworks"
Senior Python Developer,Radency,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                7 квітня 2023,39 переглядів,6 відгуків","Radency у пошуках,для роботи над платформою для менеджменту операційних процесів (Operations Management System) для виробництв.,👉 OMS, яка дозволяє великим виробництвам досягати запланованих результатів, передбачати блокери та ризики і запобігати їх виникненню.,👉 Серед користувачів платформи масштабні аерокосмічні та оборонні підприємства.,👉 Техстек: Python, Kotlin, Websocket, Pandas, Pub/Sub, Spring, GCP, Docker,  GraphQL, PostgreSQL, Redis, RabbitMQ, ElasticSearch, InfluxDB, Gitlab.,- Дизайн та побудова нових сервісів,- Розвиток поточної архітектури та вирішення питань, пов’язаних з навантаженням,- Моніторинг та покращення performance,- Написання unit та інтеграційних тестів,- Ухвалення складних технічних рішень разом з інженерною та продакт командою,- 5+ років досвіду розробки web додатків на Python,- 5+ років досвіду роботи із SQL та даними,- Вміння створювати ETL data-pipelines, проектувати та налаштовувати процеси обробки великих даних за допомогою BigQuery, Apache Spark, Airflow або подібних технологій,- Upper-Intermediate English,- Досвід роботи із AI models,- Досвід роботи із Java/Kotlin,- Досвід роботи з NoSQL (InfluxDB/ElasticSearch/etc),- Досвід роботи з мікросервісною архітектурою та будуванням REST API,✔️ Бюджети на навчання, здоровʼя та спорт - 750 $ на рік.,✔️ 20 днів тайм оффу, 10 державних вихідних та необмежені сік ліви.,✔️ Формат роботи remote-first.,🇺🇦 Активно підтримуємо ЗСУ - станом на квітень 2023 ми задонатили 7+ мільйонів гривень і не плануємо зупинятися.,🇺🇦 Не працюємо з російськими і білоруськими замовниками та інженерами."
Senior Python Developer,CHI Software,,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована                7 квітня 2023,49 переглядів,10 відгуків","The CHI Software team is not standing still. We love our job and give it one hundred percent of us! Every new project is a challenge that we face successfully. The only thing that can stop us is… Wait, it’s nothing! Now the CHI team is looking for a Senior Python Developer!,- At least 5+ years of expertise in Python;,- Experience in complex web-applications development;,- Knowledge of general Python web-frameworks: Django, Flask, Fast-API, Aiohttp and other;,- Strong understanding of AWS;,- Experience with SQL and NoSQL databases and Python ORMs;,- Deep understanding of system architecture and design approaches;,- Proficiency in application deployment and setup;,- Experience with virtualization and Docker tools;,- Good understanding of Linux basics;,- Strong problem-solving ability;,- Knowledge of CI/CD processes;,- Understanding of multitrading, multiprocessing, asynchrony;,- English level at least Intermediate+.,- Experience with GCP or Azure;,- Strong understanding of Terraform;,- Data Collection Technologies – Logstash, Libbeat;,- Experience in other languages and technologies (JavaScript, Machine Learning, DevOps etc.);,- Proficiency in Elasticsearch querying, storing, and APIs;,- High communication skills;,- Code review experience.,Develop your technical knowledge:,— Use the latest technologies;,— Participate in technical events and conferences (the cost is covered by the company);,— Regular techtalks and professional development.,Improve your soft skills:,— Build strong teamwork skills and become an essential part of the dynamic teams;,— Improve your English in classes and speaking directly with clients;,— Increase your productivity and communication level via Scrum, Kanban, Agile methodologies.,— Competitive compensation and benefits;,— Flexible and negotiable schedule;,— Covered rest period (20 business days + 5 days off);,— Free English classes;,— Truly friendly atmosphere and unforgettable events."
Python developer,Embedd,,"Категорія: Python,Англійська: Intermediate,2 роки досвіду","Вакансія опублікована                7 квітня 2023,438 переглядів,126 відгуків","Embedd.it is looking for a Python Developer to join our growing team.,At Embedd we use ML to automate embedded software development. Our solution processes unstructured technical documentation in PDF, parses, and analyses contents to generate semiconductor drivers.,• 2+ years experience with Python,• Any relevant experience with document(text) parsing(REGEXP),• Experience in building/maintaining of ETL pipeline,• Strong experience in SQL with PostgreSQL,• Comfortable working with Git in git-based workflows,• Development and upgrade of the PDF parser,• Creation of microservices for documents parsing,• API calls and prompt formation to various LLMs,• Clean up and structure data according to prescribed formats,• Interesting and challenging tasks,• Building deep tech project from scratch using latest technologies,• Personal and professional development opportunities,• Competitive salary,• Paid vacation and sick leaves,• Flexible work schedule,• Friendly working environment with minimal hierarchy"
Team Lead with AWS/GCP/Azure certificate,Natberh,,"Категорія: Python,Англійська: Advanced/Fluent,5 років досвіду","Вакансія опублікована                7 квітня 2023,28 переглядів,1 відгук","We are looking for engineers, who are willing to experiment, learn new skills and new ways of approaching interesting and complex tasks.,We value people:,- who are keen express themselves, even if it might not be a popular opinion,,- who are enthusiastic about saving natural resources from depletion by helping us with our mission,- who are willing to work at a large-scale project with quite big range of functionality,- who have previous work experience in big international companies,- who puts team effort higher than personal gain,- AWS sertified (associate level at least),- and who values quality over quantity,Our current tech-stack,- Python (our main programming language),- Lambdas (where most of our code sits),- Terraform (where all our configuration sits),- Redshift / DynamoDB / Athena / S3(Data-lake) (where all our data sits),- Kafka / SQS / SNS / API-GW (how we are communicating inside platform),- Amazon Kinesis / Glue / Spark (how we are transforming incoming data),Other technologies/services/frameworks we are using:,- Cognito,- Quicksight,- PowerBI,- React(for frontend app),- Kibana stack,- CircleCI,- Redis,About project,The world is changing, and we must adapt! In last few years, utility industries have started renovating to adopt to forever increasing needs of water, electricity, and other resources by introducing smart city functions at a global scale. At CG we are trying to further this change with our platform.,At the moment we are putting all our efforts to perfect water usage functionality by implementing various monitoring and alerting tools for our customers. To do this we try to utilize best suited technologies for it and use all our previous experience to create a platform, which would be able to monitor over 20 million,devices hourly"
Senior Full Stack developer ( Python+Vue),Grid Dynamics,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована                7 квітня 2023,76 переглядів,19 відгуків","We are looking for a Mid-Senior Full Stack developer for an American multinational technology company,Project: Tool which is used for manufacturing optimization(of units) which should pass different tests in order to detect the drifts.,Details on tech stack:,Frontent: Vue js, Chart js, Cytoscape.js(Javascript).,Backend: Flask, Pandas(python).,Tasks on the project:,- Implement rest API endpoints.,- Ui develops various visual components,- Develop saving feature reduces user waiting time down to 4 sec,- Develop python library which allows to download data sets,- Develop logic to estimate cost analysis run time on backend,- Designed and implement the logic on backend part:,*Flow analysis,*Bottleneck analysis,*Cost analysis"
Senior/Team Lead Machine Learning Engineer,Argument,до $8000,"Категорія: Python,1 рік досвіду","Вакансія опублікована                7 квітня 2023,118 переглядів,2 відгуки","Компанія розробляє власні продукти з нуля: екосистема для роботи у сфері трейду, а також проект в юридичній та адвокатській сфері і проект з контентом 18+.,Наразі шукаємо декілька Senior/Team Lead Machine Learning Speсialist на декілька проектів з нуля.,Проет 1 ""Кишеньковий юрист"":,Розробка проекту в юридичній та адвокатській сфері, яка розрахована на ринок США. Суть полягає в створенні нейронок, які зможуть проаналізувати існуючі судові справи (адміністративні, уголовні і т.п). Вона буде вміти пропонувати клієнтам варіанти правильних рішень запрошених випадків, базуючись на досвіді, який використовується у юридичній та адвокатській практиці раніше.,Основна вимога - впевнений досвід із ML від 5 років + вміння та бажання втілювати ваші ідеї у проект + пропозиції найкращого підходу створення.,Ми відкриті до ваших пропозицій та їх втілень у проекті.,Проект 2 ""Контент 18+"":,Паралельно запускається проект із контентом 18+.,Суть полягає у генерації реалістичних фото, зробити їх природніми. Потрібно буде займатись якістю існуючих нейронок. Під ці задачі формується нова команда.,Цей напрямок також відкритий до ваших пропозицій та їх втілень у проекті.,- Основний стек технологій: Machine Learning, Computer Vision, Python, PyTorch, Tensorflow.,- Або, якщо ви працюєте з іншими мовами програмування та стеком чи маєте класний план та рішення і впевненні у результаті, тоді ви нам потрібні!),Команда - українські розробники, дуже професійні. Класна атмосфера у колективі, адекватні керівники.,Також ви зможете запропонувати свій варіант рішення задачі і безпосередньо приймати участь в розробці структури продукту - у випадку успішної їх реалізації можливі опціони.,Що ми пропонуємо:,- Відсутність чіткої програми з соцпакету компенсується чуйністю керівництва, які завжди готові піти назустріч та допомогти з якимось важливими для вас питаннями (в т.ч. матеріально).,Гнучкість у підході до виплати зп (у зручній для вас формі).,- Відпустки та лікарняні.,- Проект з нуля.,- Робота віддалено. За бажанням є гарний офіс у місті Варшава (також є офіс в Києві),- Гнучкий графік, відсутність трекерів.,- Форма оплати обговорюється."
Senior Full Stack Engineer with Python and Golang,TeamDev,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована                7 квітня 2023,69 переглядів,7 відгуків","Seattle Biosoftware is a full-service provider of custom solutions to life science and healthcare organizations. Its goal is to help life scientists to maximize their productivity through high-value software solutions and services.,— Develop Big Data application’s functional in the bio information domain.,— Cover your code with tests, and configure CI/CD.,— Communicate with a client.,— Generate new ideas on how to improve the product.,Knowledge and skills required,— 5+ years Full Stack engineering experience in a production environment.,— Expert software engineer and developer (Python, Go, JavaScript, React, JSON, etc.),— CI/CD Design & Implementation experience (Docker, Kubernetes).,Latest in database design and systems (Graph Stores, MongoDB, PostgreSQL, Cloud DBs.),— Latest in cloud platforms and services (AWS, GCP, Azure).,— Upper-Intermediate English level.,— Excellent communication skills.,— Stable long-term project.,— Challenging tasks.,— Direct interaction with our clients.,— Compensation package: 20 paid days for rest, and 5 paid days for sick leaves.,— Flexible schedule."
Python Developer - work only from Romania,Luxoft,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована                9 квітня 2023,9 переглядів,1 відгук","Project Description:,Join our Development Centre in Bucharest and become a member of our professional team. In this role you will be working on projects for one our world famous clients. You will have a chance to grow your technical and soft skills, and build a thorough expertise of the industry of our client. On top of attractive salary and benefits package, Luxoft will invest into your professional training, and allow you to grow your professional career.,Responsibilities:,• Design and development of core application modules,• Participation in meetings with the customer,• Maintaining project technical infrastructure (continuous integration, automated deployment),• Task decomposition and estimation,• Peer review, mentoring,• Bug fixing, test writing,Mandatory Skills Description:3+ years of experience with Python"
